account_id,product_family,deployment,consumption
A02538,Applications,On-Premise,1088572
A02538,Integration,Cloud,1242047
A02539,Infrastructure,On-Premise,256272
A02539,Database,Cloud,310048
A02539,Analytics & Data,Cloud,437057
A02539,AI & ML,Cloud,397209
A02539,Security,On-Premise,416523
A02539,Applications,On-Premise,1612066
A02539,Integration,No Footprint,0
A02540,Infrastructure,No Footprint,0
A02540,Database,On-Premise,841371
A02540,Analytics & Data,Hybrid,945697
A02540,AI & ML,No Footprint,0
A02540,Security,Hybrid,670999
A02540,Applications,Cloud,1284293
A02540,Integration,Hybrid,1230215
A02541,Infrastructure,On-Premise,493075
A02541,Database,Cloud,262474
A02541,Analytics & Data,Cloud,1001140
A02541,AI & ML,No Footprint,0
A02541,Security,Cloud,301467
A02541,Applications,Cloud,1174556
A02541,Integration,Hybrid,315338
A02542,Infrastructure,Hybrid,1248443
A02542,Database,Hybrid,333202
A02542,Analytics & Data,Hybrid,1909293
A02542,AI & ML,Cloud,332164
A02542,Security,Hybrid,461646
A02542,Applications,On-Premise,648439
A02542,Integration,No Footprint,0
A02543,Infrastructure,Cloud,679974
A02543,Database,No Footprint,0
A02543,Analytics & Data,Hybrid,1003761
A02543,AI & ML,No Footprint,0
A02543,Security,No Footprint,0
A02543,Applications,Hybrid,476105
A02543,Integration,Hybrid,2650774
A02544,Infrastructure,Cloud,420642
A02544,Database,On-Premise,681862
A02544,Analytics & Data,No Footprint,0
A02544,AI & ML,No Footprint,0
A02544,Security,Hybrid,1381451
A02544,Applications,Hybrid,990784
A02544,Integration,No Footprint,0
A02545,Infrastructure,Hybrid,204420
A02545,Database,No Footprint,0
A02545,Analytics & Data,No Footprint,0
A02545,AI & ML,Cloud,867375
A02545,Security,Hybrid,1229614
A02545,Applications,Cloud,327160
A02545,Integration,No Footprint,0
A02546,Infrastructure,Cloud,747950
A02546,Database,Cloud,751605
A02546,Analytics & Data,No Footprint,0
A02546,AI & ML,No Footprint,0
A02546,Security,On-Premise,121220
A02546,Applications,On-Premise,347855
A02546,Integration,Cloud,166211
A02547,Infrastructure,On-Premise,949422
A02547,Database,On-Premise,3053814
A02547,Analytics & Data,No Footprint,0
A02547,AI & ML,Cloud,2804440
A02547,Security,Hybrid,324981
A02547,Applications,Cloud,1491714
A02547,Integration,Hybrid,1928583
A02548,Infrastructure,Cloud,1267400
A02548,Database,No Footprint,0
A02548,Analytics & Data,No Footprint,0
A02548,AI & ML,Cloud,391081
A02548,Security,Cloud,2042734
A02548,Applications,On-Premise,100889
A02548,Integration,Hybrid,690777
A02549,Infrastructure,No Footprint,0
A02549,Database,On-Premise,406680
A02549,Analytics & Data,Hybrid,744447
A02549,AI & ML,Cloud,236300
A02549,Security,On-Premise,163583
A02549,Applications,No Footprint,0
A02549,Integration,Cloud,1646354
A02550,Infrastructure,Cloud,716844
A02550,Database,On-Premise,212431
A02550,Analytics & Data,Hybrid,1796854
A02550,AI & ML,No Footprint,0
A02550,Security,Cloud,1076413
A02550,Applications,Hybrid,1742301
A02550,Integration,Hybrid,2424955
A02551,Infrastructure,No Footprint,0
A02551,Database,On-Premise,303125
A02551,Analytics & Data,Cloud,252472
A02551,AI & ML,Cloud,316305
A02551,Security,On-Premise,1313457
A02551,Applications,No Footprint,0
A02551,Integration,Hybrid,341649
A02552,Infrastructure,Hybrid,638851
A02552,Database,Cloud,544788
A02552,Analytics & Data,Hybrid,562184
A02552,AI & ML,No Footprint,0
A02552,Security,No Footprint,0
A02552,Applications,No Footprint,0
A02552,Integration,Cloud,593465
A02553,Infrastructure,No Footprint,0
A02553,Database,Cloud,1841581
A02553,Analytics & Data,No Footprint,0
A02553,AI & ML,Cloud,755582
A02553,Security,Hybrid,1082365
A02553,Applications,On-Premise,416177
A02553,Integration,Hybrid,656111
A02554,Infrastructure,On-Premise,409600
A02554,Database,Hybrid,994247
A02554,Analytics & Data,No Footprint,0
A02554,AI & ML,Cloud,2390125
A02554,Security,Cloud,941448
A02554,Applications,On-Premise,1305839
A02554,Integration,No Footprint,0
A02555,Infrastructure,Hybrid,822917
A02555,Database,Cloud,986516
A02555,Analytics & Data,Hybrid,520219
A02555,AI & ML,No Footprint,0
A02555,Security,No Footprint,0
A02555,Applications,Cloud,912180
A02555,Integration,Cloud,789054
A02556,Infrastructure,No Footprint,0
A02556,Database,Hybrid,3201840
A02556,Analytics & Data,No Footprint,0
A02556,AI & ML,No Footprint,0
A02556,Security,No Footprint,0
A02556,Applications,No Footprint,0
A02556,Integration,Cloud,434690
A02557,Infrastructure,Hybrid,1215224
A02557,Database,Cloud,726540
A02557,Analytics & Data,Hybrid,145376
A02557,AI & ML,Cloud,742077
A02557,Security,Cloud,631036
A02557,Applications,Hybrid,497271
A02557,Integration,Hybrid,301635
A02558,Infrastructure,No Footprint,0
A02558,Database,Cloud,941419
A02558,Analytics & Data,Hybrid,272873
A02558,AI & ML,Cloud,1266085
A02558,Security,No Footprint,0
A02558,Applications,Hybrid,292231
A02558,Integration,Hybrid,2367573
A02559,Infrastructure,On-Premise,612823
A02559,Database,On-Premise,2679830
A02559,Analytics & Data,Hybrid,1267270
A02559,AI & ML,Cloud,372007
A02559,Security,Cloud,3248631
A02559,Applications,Hybrid,1043642
A02559,Integration,No Footprint,0
A02560,Infrastructure,Cloud,3305696
A02560,Database,Hybrid,1241453
A02560,Analytics & Data,Hybrid,573365
A02560,AI & ML,No Footprint,0
A02560,Security,Hybrid,463001
A02560,Applications,On-Premise,7315962
A02560,Integration,Cloud,490683
A02561,Infrastructure,Cloud,3992204
A02561,Database,On-Premise,493800
A02561,Analytics & Data,Hybrid,2075726
A02561,AI & ML,Cloud,550523
A02561,Security,Cloud,816826
A02561,Applications,Hybrid,231891
A02561,Integration,Cloud,512677
A02562,Infrastructure,On-Premise,1097185
A02562,Database,No Footprint,0
A02562,Analytics & Data,No Footprint,0
A02562,AI & ML,Cloud,869587
A02562,Security,On-Premise,2188651
A02562,Applications,On-Premise,838159
A02562,Integration,No Footprint,0
A02563,Infrastructure,Hybrid,1088824
A02563,Database,Cloud,402968
A02563,Analytics & Data,Hybrid,7151653
A02563,AI & ML,No Footprint,0
A02563,Security,Hybrid,464024
A02563,Applications,On-Premise,201354
A02563,Integration,Hybrid,480417
A02564,Infrastructure,Cloud,2531800
A02564,Database,Cloud,624757
A02564,Analytics & Data,No Footprint,0
A02564,AI & ML,Cloud,890023
A02564,Security,Hybrid,1212729
A02564,Applications,Hybrid,434349
A02564,Integration,Cloud,801794
A02565,Infrastructure,Hybrid,567133
A02565,Database,No Footprint,0
A02565,Analytics & Data,No Footprint,0
A02565,AI & ML,No Footprint,0
A02565,Security,On-Premise,608928
A02565,Applications,Cloud,297531
A02565,Integration,Cloud,795183
A02566,Infrastructure,No Footprint,0
A02566,Database,Cloud,2870284
A02566,Analytics & Data,Cloud,1965469
A02566,AI & ML,No Footprint,0
A02566,Security,On-Premise,1532743
A02566,Applications,Cloud,1516892
A02566,Integration,No Footprint,0
A02567,Infrastructure,Hybrid,695855
A02567,Database,On-Premise,954999
A02567,Analytics & Data,Cloud,915877
A02567,AI & ML,Cloud,343118
A02567,Security,Cloud,887452
A02567,Applications,On-Premise,950841
A02567,Integration,Hybrid,458601
A02568,Infrastructure,Hybrid,492256
A02568,Database,Cloud,2477747
A02568,Analytics & Data,Cloud,2446067
A02568,AI & ML,Cloud,1090083
A02568,Security,No Footprint,0
A02568,Applications,Hybrid,395637
A02568,Integration,Hybrid,452642
A02569,Infrastructure,On-Premise,1053855
A02569,Database,On-Premise,80132
A02569,Analytics & Data,No Footprint,0
A02569,AI & ML,Cloud,542224
A02569,Security,No Footprint,0
A02569,Applications,Hybrid,815890
A02569,Integration,No Footprint,0
A02570,Infrastructure,Hybrid,153979
A02570,Database,Cloud,738163
A02570,Analytics & Data,Hybrid,2454519
A02570,AI & ML,Cloud,652992
A02570,Security,Cloud,2035355
A02570,Applications,No Footprint,0
A02570,Integration,Cloud,1466073
A02571,Infrastructure,Cloud,813019
A02571,Database,No Footprint,0
A02571,Analytics & Data,Cloud,2943580
A02571,AI & ML,No Footprint,0
A02571,Security,Hybrid,125579
A02571,Applications,Hybrid,6077141
A02571,Integration,Hybrid,792938
A02572,Infrastructure,No Footprint,0
A02572,Database,Hybrid,1364557
A02572,Analytics & Data,Hybrid,1092614
A02572,AI & ML,Cloud,1062677
A02572,Security,Hybrid,2741074
A02572,Applications,No Footprint,0
A02572,Integration,Cloud,127846
A02573,Infrastructure,Cloud,191580
A02573,Database,On-Premise,279822
A02573,Analytics & Data,No Footprint,0
A02573,AI & ML,No Footprint,0
A02573,Security,No Footprint,0
A02573,Applications,Hybrid,267339
A02573,Integration,Cloud,497813
A02574,Infrastructure,Cloud,127700
A02574,Database,On-Premise,1725651
A02574,Analytics & Data,Hybrid,1220486
A02574,AI & ML,No Footprint,0
A02574,Security,Hybrid,2389855
A02574,Applications,No Footprint,0
A02574,Integration,Cloud,4022802
A02575,Infrastructure,On-Premise,1743352
A02575,Database,No Footprint,0
A02575,Analytics & Data,No Footprint,0
A02575,AI & ML,Cloud,795515
A02575,Security,Cloud,295164
A02575,Applications,Hybrid,586354
A02575,Integration,Hybrid,725253
A02576,Infrastructure,Hybrid,1681873
A02576,Database,Hybrid,1714884
A02576,Analytics & Data,Cloud,285257
A02576,AI & ML,Cloud,936563
A02576,Security,On-Premise,798054
A02576,Applications,Hybrid,1133973
A02576,Integration,Hybrid,3464073
A02577,Infrastructure,Cloud,305432
A02577,Database,On-Premise,3234637
A02577,Analytics & Data,Hybrid,2660762
A02577,AI & ML,No Footprint,0
A02577,Security,Cloud,302208
A02577,Applications,Hybrid,476958
A02577,Integration,Hybrid,385499
A02578,Infrastructure,Cloud,611428
A02578,Database,On-Premise,194621
A02578,Analytics & Data,Hybrid,1545591
A02578,AI & ML,No Footprint,0
A02578,Security,No Footprint,0
A02578,Applications,No Footprint,0
A02578,Integration,Hybrid,978178
A02579,Infrastructure,Hybrid,312620
A02579,Database,No Footprint,0
A02579,Analytics & Data,Cloud,272284
A02579,AI & ML,No Footprint,0
A02579,Security,Cloud,352845
A02579,Applications,Hybrid,1607346
A02579,Integration,No Footprint,0
A02580,Infrastructure,No Footprint,0
A02580,Database,No Footprint,0
A02580,Analytics & Data,Cloud,1617641
A02580,AI & ML,Cloud,368297
A02580,Security,Cloud,731198
A02580,Applications,Cloud,239347
A02580,Integration,Hybrid,2005772
A02581,Infrastructure,Cloud,762543
A02581,Database,No Footprint,0
A02581,Analytics & Data,Cloud,795823
A02581,AI & ML,Cloud,423518
A02581,Security,On-Premise,1406744
A02581,Applications,No Footprint,0
A02581,Integration,No Footprint,0
A02582,Infrastructure,Hybrid,244392
A02582,Database,On-Premise,1431855
A02582,Analytics & Data,No Footprint,0
A02582,AI & ML,Cloud,385104
A02582,Security,No Footprint,0
A02582,Applications,Hybrid,1212192
A02582,Integration,Cloud,156917
A02583,Infrastructure,No Footprint,0
A02583,Database,Cloud,1565524
A02583,Analytics & Data,Hybrid,1711003
A02583,AI & ML,No Footprint,0
A02583,Security,No Footprint,0
A02583,Applications,Hybrid,3304548
A02583,Integration,Cloud,216738
A02584,Infrastructure,Hybrid,528292
A02584,Database,Hybrid,940045
A02584,Analytics & Data,Cloud,749575
A02584,AI & ML,Cloud,530630
A02584,Security,Hybrid,614309
A02584,Applications,On-Premise,746881
A02584,Integration,Hybrid,1376292
A02585,Infrastructure,Cloud,1289043
A02585,Database,Cloud,6961928
A02585,Analytics & Data,Cloud,1847617
A02585,AI & ML,Cloud,758994
A02585,Security,Hybrid,2008559
A02585,Applications,No Footprint,0
A02585,Integration,Cloud,2006568
A02586,Infrastructure,On-Premise,435984
A02586,Database,Cloud,887623
A02586,Analytics & Data,No Footprint,0
A02586,AI & ML,Cloud,348477
A02586,Security,No Footprint,0
A02586,Applications,Cloud,875438
A02586,Integration,Cloud,389614
A02587,Infrastructure,Cloud,493361
A02587,Database,On-Premise,1952135
A02587,Analytics & Data,Cloud,82734
A02587,AI & ML,Cloud,1817380
A02587,Security,Cloud,2610148
A02587,Applications,No Footprint,0
A02587,Integration,Cloud,199272
A02588,Infrastructure,Hybrid,1686165
A02588,Database,Hybrid,1196369
A02588,Analytics & Data,No Footprint,0
A02588,AI & ML,Cloud,720468
A02588,Security,Cloud,3239964
A02588,Applications,On-Premise,3428340
A02588,Integration,Hybrid,433172
A02589,Infrastructure,Cloud,1135724
A02589,Database,On-Premise,376314
A02589,Analytics & Data,Hybrid,1162346
A02589,AI & ML,Cloud,2670774
A02589,Security,On-Premise,792414
A02589,Applications,No Footprint,0
A02589,Integration,Hybrid,1323103
A02590,Infrastructure,On-Premise,1711445
A02590,Database,On-Premise,2889193
A02590,Analytics & Data,No Footprint,0
A02590,AI & ML,No Footprint,0
A02590,Security,No Footprint,0
A02590,Applications,No Footprint,0
A02590,Integration,No Footprint,0
A02591,Infrastructure,No Footprint,0
A02591,Database,On-Premise,597194
A02591,Analytics & Data,Hybrid,805162
A02591,AI & ML,Cloud,1085134
A02591,Security,Hybrid,231076
A02591,Applications,No Footprint,0
A02591,Integration,Cloud,1062471
A02592,Infrastructure,No Footprint,0
A02592,Database,Hybrid,6496971
A02592,Analytics & Data,Hybrid,267375
A02592,AI & ML,No Footprint,0
A02592,Security,Cloud,2724022
A02592,Applications,No Footprint,0
A02592,Integration,No Footprint,0
A02593,Infrastructure,Hybrid,1426883
A02593,Database,Cloud,378058
A02593,Analytics & Data,Hybrid,535223
A02593,AI & ML,Cloud,1353940
A02593,Security,No Footprint,0
A02593,Applications,On-Premise,1072200
A02593,Integration,Hybrid,1698703
A02594,Infrastructure,No Footprint,0
A02594,Database,Hybrid,608857
A02594,Analytics & Data,Cloud,1520929
A02594,AI & ML,No Footprint,0
A02594,Security,Hybrid,428150
A02594,Applications,No Footprint,0
A02594,Integration,No Footprint,0
A02595,Infrastructure,On-Premise,702953
A02595,Database,No Footprint,0
A02595,Analytics & Data,Hybrid,1090123
A02595,AI & ML,No Footprint,0
A02595,Security,Hybrid,904922
A02595,Applications,Cloud,637503
A02595,Integration,Hybrid,5060145
A02596,Infrastructure,No Footprint,0
A02596,Database,No Footprint,0
A02596,Analytics & Data,No Footprint,0
A02596,AI & ML,Cloud,1012201
A02596,Security,Hybrid,614128
A02596,Applications,On-Premise,593531
A02596,Integration,Hybrid,944742
A02597,Infrastructure,Hybrid,1009730
A02597,Database,On-Premise,965274
A02597,Analytics & Data,No Footprint,0
A02597,AI & ML,No Footprint,0
A02597,Security,On-Premise,3268083
A02597,Applications,Hybrid,603538
A02597,Integration,No Footprint,0
A02598,Infrastructure,Cloud,1112676
A02598,Database,Hybrid,166322
A02598,Analytics & Data,Hybrid,1131956
A02598,AI & ML,No Footprint,0
A02598,Security,On-Premise,1714809
A02598,Applications,No Footprint,0
A02598,Integration,No Footprint,0
A02599,Infrastructure,Cloud,143437
A02599,Database,No Footprint,0
A02599,Analytics & Data,Cloud,317964
A02599,AI & ML,Cloud,553505
A02599,Security,On-Premise,571769
A02599,Applications,On-Premise,959446
A02599,Integration,No Footprint,0
A02600,Infrastructure,On-Premise,2077545
A02600,Database,Cloud,318655
A02600,Analytics & Data,No Footprint,0
A02600,AI & ML,Cloud,2200086
A02600,Security,No Footprint,0
A02600,Applications,No Footprint,0
A02600,Integration,Hybrid,696395
A02601,Infrastructure,Cloud,783743
A02601,Database,Hybrid,3542725
A02601,Analytics & Data,No Footprint,0
A02601,AI & ML,No Footprint,0
A02601,Security,Cloud,470823
A02601,Applications,On-Premise,321304
A02601,Integration,Cloud,827913
A02602,Infrastructure,Hybrid,746781
A02602,Database,No Footprint,0
A02602,Analytics & Data,Hybrid,621800
A02602,AI & ML,No Footprint,0
A02602,Security,No Footprint,0
A02602,Applications,No Footprint,0
A02602,Integration,Cloud,493259
A02603,Infrastructure,No Footprint,0
A02603,Database,Cloud,183668
A02603,Analytics & Data,Hybrid,530790
A02603,AI & ML,Cloud,271815
A02603,Security,On-Premise,476355
A02603,Applications,Hybrid,388211
A02603,Integration,Hybrid,262533
A02604,Infrastructure,Hybrid,1484466
A02604,Database,Cloud,908319
A02604,Analytics & Data,No Footprint,0
A02604,AI & ML,Cloud,1721527
A02604,Security,On-Premise,264826
A02604,Applications,Cloud,507527
A02604,Integration,Cloud,3067971
A02605,Infrastructure,Cloud,354253
A02605,Database,On-Premise,259345
A02605,Analytics & Data,Hybrid,144488
A02605,AI & ML,No Footprint,0
A02605,Security,On-Premise,465815
A02605,Applications,No Footprint,0
A02605,Integration,Hybrid,1054139
A02606,Infrastructure,No Footprint,0
A02606,Database,No Footprint,0
A02606,Analytics & Data,Cloud,210633
A02606,AI & ML,Cloud,892291
A02606,Security,No Footprint,0
A02606,Applications,On-Premise,417102
A02606,Integration,Hybrid,417759
A02607,Infrastructure,Cloud,335298
A02607,Database,No Footprint,0
A02607,Analytics & Data,Hybrid,935057
A02607,AI & ML,Cloud,403646
A02607,Security,Hybrid,2392067
A02607,Applications,No Footprint,0
A02607,Integration,Hybrid,643987
A02608,Infrastructure,Cloud,773026
A02608,Database,On-Premise,318532
A02608,Analytics & Data,Hybrid,4912699
A02608,AI & ML,No Footprint,0
A02608,Security,No Footprint,0
A02608,Applications,On-Premise,927320
A02608,Integration,Hybrid,414415
A02609,Infrastructure,No Footprint,0
A02609,Database,No Footprint,0
A02609,Analytics & Data,No Footprint,0
A02609,AI & ML,Cloud,754921
A02609,Security,On-Premise,2204849
A02609,Applications,On-Premise,1302556
A02609,Integration,Hybrid,1265511
A02610,Infrastructure,No Footprint,0
A02610,Database,No Footprint,0
A02610,Analytics & Data,No Footprint,0
A02610,AI & ML,Cloud,939177
A02610,Security,On-Premise,951297
A02610,Applications,Hybrid,920488
A02610,Integration,No Footprint,0
A02611,Infrastructure,No Footprint,0
A02611,Database,Cloud,1130138
A02611,Analytics & Data,Hybrid,676780
A02611,AI & ML,Cloud,2050489
A02611,Security,No Footprint,0
A02611,Applications,On-Premise,330530
A02611,Integration,No Footprint,0
A02612,Infrastructure,Hybrid,465363
A02612,Database,Cloud,387263
A02612,Analytics & Data,No Footprint,0
A02612,AI & ML,Cloud,1645878
A02612,Security,No Footprint,0
A02612,Applications,On-Premise,324592
A02612,Integration,Cloud,697394
A02613,Infrastructure,No Footprint,0
A02613,Database,Cloud,1567591
A02613,Analytics & Data,No Footprint,0
A02613,AI & ML,No Footprint,0
A02613,Security,Cloud,622525
A02613,Applications,Cloud,348538
A02613,Integration,Hybrid,600566
A02614,Infrastructure,Cloud,281383
A02614,Database,Hybrid,205160
A02614,Analytics & Data,Cloud,194039
A02614,AI & ML,Cloud,2101788
A02614,Security,No Footprint,0
A02614,Applications,On-Premise,260126
A02614,Integration,Cloud,645951
A02615,Infrastructure,No Footprint,0
A02615,Database,Hybrid,747127
A02615,Analytics & Data,Cloud,275308
A02615,AI & ML,Cloud,3354912
A02615,Security,Hybrid,807988
A02615,Applications,No Footprint,0
A02615,Integration,Hybrid,663124
A02616,Infrastructure,Hybrid,997731
A02616,Database,Hybrid,830263
A02616,Analytics & Data,Cloud,508982
A02616,AI & ML,Cloud,1628001
A02616,Security,Hybrid,1476293
A02616,Applications,Cloud,236584
A02616,Integration,Cloud,248719
A02617,Infrastructure,No Footprint,0
A02617,Database,Cloud,746108
A02617,Analytics & Data,Hybrid,223868
A02617,AI & ML,Cloud,3297362
A02617,Security,No Footprint,0
A02617,Applications,On-Premise,841132
A02617,Integration,No Footprint,0
A02618,Infrastructure,No Footprint,0
A02618,Database,On-Premise,1891540
A02618,Analytics & Data,Cloud,906369
A02618,AI & ML,Cloud,1325695
A02618,Security,No Footprint,0
A02618,Applications,Cloud,229439
A02618,Integration,Hybrid,1147505
A02619,Infrastructure,Hybrid,631259
A02619,Database,Hybrid,126651
A02619,Analytics & Data,Cloud,1335118
A02619,AI & ML,Cloud,1953941
A02619,Security,Hybrid,845452
A02619,Applications,No Footprint,0
A02619,Integration,Hybrid,4168917
A02620,Infrastructure,On-Premise,1359421
A02620,Database,Hybrid,373550
A02620,Analytics & Data,No Footprint,0
A02620,AI & ML,No Footprint,0
A02620,Security,Hybrid,403734
A02620,Applications,Hybrid,1258752
A02620,Integration,No Footprint,0
A02621,Infrastructure,Hybrid,442059
A02621,Database,Cloud,200858
A02621,Analytics & Data,Cloud,297455
A02621,AI & ML,Cloud,1306254
A02621,Security,On-Premise,424973
A02621,Applications,Cloud,344479
A02621,Integration,No Footprint,0
A02622,Infrastructure,Hybrid,494808
A02622,Database,On-Premise,611089
A02622,Analytics & Data,No Footprint,0
A02622,AI & ML,Cloud,1189759
A02622,Security,Cloud,271636
A02622,Applications,Hybrid,537217
A02622,Integration,Hybrid,4893201
A02623,Infrastructure,On-Premise,2338937
A02623,Database,No Footprint,0
A02623,Analytics & Data,No Footprint,0
A02623,AI & ML,Cloud,581226
A02623,Security,On-Premise,781435
A02623,Applications,No Footprint,0
A02623,Integration,No Footprint,0
A02624,Infrastructure,Cloud,116602
A02624,Database,Cloud,4291321
A02624,Analytics & Data,Cloud,442760
A02624,AI & ML,Cloud,1089314
A02624,Security,Hybrid,850904
A02624,Applications,Cloud,531544
A02624,Integration,Hybrid,322981
A02625,Infrastructure,Cloud,1844226
A02625,Database,Hybrid,1776520
A02625,Analytics & Data,Cloud,743899
A02625,AI & ML,No Footprint,0
A02625,Security,Cloud,1209567
A02625,Applications,Hybrid,566427
A02625,Integration,Cloud,1097877
A02626,Infrastructure,Cloud,2546405
A02626,Database,Hybrid,5881162
A02626,Analytics & Data,No Footprint,0
A02626,AI & ML,No Footprint,0
A02626,Security,Cloud,238297
A02626,Applications,No Footprint,0
A02626,Integration,No Footprint,0
A02627,Infrastructure,Hybrid,1999745
A02627,Database,Hybrid,690150
A02627,Analytics & Data,Hybrid,2794554
A02627,AI & ML,Cloud,1296804
A02627,Security,Cloud,1167814
A02627,Applications,On-Premise,834421
A02627,Integration,No Footprint,0
A02628,Infrastructure,Cloud,122349
A02628,Database,Cloud,1044684
A02628,Analytics & Data,No Footprint,0
A02628,AI & ML,Cloud,823845
A02628,Security,Cloud,1564873
A02628,Applications,On-Premise,1010172
A02628,Integration,Cloud,1013740
A02629,Infrastructure,No Footprint,0
A02629,Database,Cloud,221925
A02629,Analytics & Data,Cloud,689881
A02629,AI & ML,Cloud,969663
A02629,Security,No Footprint,0
A02629,Applications,No Footprint,0
A02629,Integration,Cloud,1691403
A02630,Infrastructure,On-Premise,2732457
A02630,Database,On-Premise,1283043
A02630,Analytics & Data,No Footprint,0
A02630,AI & ML,No Footprint,0
A02630,Security,Hybrid,164692
A02630,Applications,On-Premise,687618
A02630,Integration,Hybrid,432801
A02631,Infrastructure,Hybrid,190134
A02631,Database,On-Premise,240645
A02631,Analytics & Data,Cloud,482684
A02631,AI & ML,Cloud,788804
A02631,Security,On-Premise,1106032
A02631,Applications,Hybrid,1238018
A02631,Integration,Cloud,41717
A02632,Infrastructure,Hybrid,223597
A02632,Database,Cloud,1774665
A02632,Analytics & Data,No Footprint,0
A02632,AI & ML,Cloud,1494695
A02632,Security,Cloud,2048000
A02632,Applications,On-Premise,695477
A02632,Integration,No Footprint,0
A02633,Infrastructure,On-Premise,495053
A02633,Database,Hybrid,980000
A02633,Analytics & Data,Hybrid,865370
A02633,AI & ML,Cloud,958324
A02633,Security,On-Premise,3943006
A02633,Applications,Cloud,262982
A02633,Integration,Hybrid,527691
A02634,Infrastructure,No Footprint,0
A02634,Database,No Footprint,0
A02634,Analytics & Data,No Footprint,0
A02634,AI & ML,No Footprint,0
A02634,Security,Cloud,1962309
A02634,Applications,Cloud,4502522
A02634,Integration,Cloud,1718961
A02635,Infrastructure,No Footprint,0
A02635,Database,No Footprint,0
A02635,Analytics & Data,No Footprint,0
A02635,AI & ML,Cloud,261757
A02635,Security,On-Premise,392566
A02635,Applications,On-Premise,1814991
A02635,Integration,No Footprint,0
A02636,Infrastructure,No Footprint,0
A02636,Database,On-Premise,499509
A02636,Analytics & Data,Cloud,5584902
A02636,AI & ML,No Footprint,0
A02636,Security,Cloud,663620
A02636,Applications,Cloud,1218293
A02636,Integration,No Footprint,0
A02637,Infrastructure,Hybrid,1265444
A02637,Database,Hybrid,1326281
A02637,Analytics & Data,Cloud,855085
A02637,AI & ML,No Footprint,0
A02637,Security,No Footprint,0
A02637,Applications,On-Premise,1722039
A02637,Integration,Hybrid,1011178
A02638,Infrastructure,On-Premise,312545
A02638,Database,On-Premise,240983
A02638,Analytics & Data,Hybrid,473792
A02638,AI & ML,Cloud,1288948
A02638,Security,No Footprint,0
A02638,Applications,On-Premise,1090269
A02638,Integration,No Footprint,0
A02639,Infrastructure,Hybrid,696636
A02639,Database,Cloud,158659
A02639,Analytics & Data,Hybrid,607434
A02639,AI & ML,Cloud,1931048
A02639,Security,Hybrid,111986
A02639,Applications,Hybrid,856256
A02639,Integration,Cloud,2172780
A02640,Infrastructure,Hybrid,930630
A02640,Database,Hybrid,2083602
A02640,Analytics & Data,No Footprint,0
A02640,AI & ML,Cloud,1861474
A02640,Security,No Footprint,0
A02640,Applications,No Footprint,0
A02640,Integration,No Footprint,0
A02641,Infrastructure,Hybrid,1502640
A02641,Database,On-Premise,183415
A02641,Analytics & Data,No Footprint,0
A02641,AI & ML,Cloud,1206354
A02641,Security,On-Premise,1692821
A02641,Applications,No Footprint,0
A02641,Integration,Cloud,1105602
A02642,Infrastructure,Cloud,541057
A02642,Database,No Footprint,0
A02642,Analytics & Data,Cloud,171887
A02642,AI & ML,Cloud,3025773
A02642,Security,Hybrid,702458
A02642,Applications,Cloud,1224812
A02642,Integration,Cloud,294726
A02643,Infrastructure,No Footprint,0
A02643,Database,On-Premise,1928089
A02643,Analytics & Data,Cloud,1701530
A02643,AI & ML,Cloud,2125514
A02643,Security,Hybrid,339910
A02643,Applications,Cloud,983843
A02643,Integration,Hybrid,379176
A02644,Infrastructure,On-Premise,676029
A02644,Database,Cloud,270555
A02644,Analytics & Data,No Footprint,0
A02644,AI & ML,Cloud,1493514
A02644,Security,No Footprint,0
A02644,Applications,On-Premise,530419
A02644,Integration,Cloud,811353
A02645,Infrastructure,On-Premise,233306
A02645,Database,On-Premise,1441417
A02645,Analytics & Data,Cloud,2473063
A02645,AI & ML,Cloud,349774
A02645,Security,No Footprint,0
A02645,Applications,Cloud,758765
A02645,Integration,Cloud,1324486
A02646,Infrastructure,Hybrid,5431777
A02646,Database,Cloud,704707
A02646,Analytics & Data,No Footprint,0
A02646,AI & ML,No Footprint,0
A02646,Security,On-Premise,279856
A02646,Applications,Hybrid,988604
A02646,Integration,Hybrid,210394
A02647,Infrastructure,On-Premise,606242
A02647,Database,No Footprint,0
A02647,Analytics & Data,Hybrid,3619249
A02647,AI & ML,No Footprint,0
A02647,Security,Cloud,1307598
A02647,Applications,Cloud,381975
A02647,Integration,Hybrid,226787
A02648,Infrastructure,Cloud,1029687
A02648,Database,Hybrid,1055655
A02648,Analytics & Data,Hybrid,973066
A02648,AI & ML,Cloud,1838497
A02648,Security,Cloud,1492932
A02648,Applications,No Footprint,0
A02648,Integration,Cloud,659976
A02649,Infrastructure,Cloud,1270133
A02649,Database,On-Premise,304294
A02649,Analytics & Data,Hybrid,797020
A02649,AI & ML,No Footprint,0
A02649,Security,On-Premise,1457773
A02649,Applications,No Footprint,0
A02649,Integration,No Footprint,0
A02650,Infrastructure,Hybrid,313660
A02650,Database,On-Premise,496079
A02650,Analytics & Data,No Footprint,0
A02650,AI & ML,Cloud,182956
A02650,Security,Cloud,366786
A02650,Applications,On-Premise,1590638
A02650,Integration,Hybrid,3559761
A02651,Infrastructure,Hybrid,1468487
A02651,Database,Hybrid,209863
A02651,Analytics & Data,No Footprint,0
A02651,AI & ML,Cloud,977410
A02651,Security,Hybrid,1156512
