rank,account_id,account_name,region,industry,product_family,deployment,type,score,band,pipeline,open_count,Customer fit,Customer intent,Product engagement,Product whitespace,Modernization,Competitive intensity,Product pipeline
19695,A02109,Synthetic Account 2109,APAC,Financial Services,Infrastructure,Cloud,Expansion,26.7,Not Prioritized,0,0,89.5,17.838568,15,0,20,0,0.0
19696,A02110,Synthetic Account 2110,Latin America,Automotive,AI & ML,Cloud,Expansion,26.7,Not Prioritized,0,0,62.0,7.0577,66,0,20,0,0.0
19697,A02325,Synthetic Account 2325,APAC,Retail,Database,On-Premise,Expansion,26.7,Not Prioritized,0,0,62.0,12.796845,23,0,55,0,0.0
19698,A02328,Synthetic Account 2328,North America,Telecommunications,Analytics & Data,Cloud,Expansion,26.7,Not Prioritized,0,0,83.5,10.122196,11,0,20,33,0.0
19699,A02554,Synthetic Account 2554,Latin America,Manufacturing,Security,Cloud,Expansion,26.7,Not Prioritized,0,0,83.5,13.282961,29,0,20,0,0.0
19700,A02593,Synthetic Account 2593,APAC,Consumer Goods,Integration,Hybrid,Modernization,26.7,Not Prioritized,0,0,48.0,10.559126,35,0,65,0,0.0
19701,A02815,Synthetic Account 2815,North America,Energy,Infrastructure,Cloud,Expansion,26.7,Not Prioritized,0,0,89.5,9.606876,26,0,20,0,0.0
19702,A02828,Synthetic Account 2828,North America,Automotive,Analytics & Data,No Footprint,Whitespace,26.7,Not Prioritized,0,0,62.0,4.899262,22,100,0,0,0.0
19703,A02648,Synthetic Account 2648,Latin America,Consumer Goods,Analytics & Data,Hybrid,Modernization,26.6,Not Prioritized,599882.0,1,48.0,17.163798,23,0,65,0,3.870224
19704,A02476,Synthetic Account 2476,Latin America,Financial Services,Integration,Cloud,Expansion,26.6,Not Prioritized,583392.0,1,83.5,5.086136,19,0,20,27,3.763836
19705,A02637,Synthetic Account 2637,North America,Retail,Security,No Footprint,Whitespace,26.6,Not Prioritized,504409.0,1,48.0,5.697725,37,100,0,0,3.254266
19706,A00278,Synthetic Account 278,EMEA,Public Sector,Analytics & Data,Cloud,Expansion,26.6,Not Prioritized,0,0,62.0,15.091192,33,0,20,32,0.0
19707,A00280,Synthetic Account 280,APAC,Technology,Database,No Footprint,Whitespace,26.6,Not Prioritized,0,0,56.0,8.004288,25,100,0,0,0.0
19708,A00280,Synthetic Account 280,APAC,Technology,Integration,Hybrid,Modernization,26.6,Not Prioritized,0,0,56.0,8.004288,27,0,65,0,0.0
19709,A00307,Synthetic Account 307,Latin America,Automotive,Database,No Footprint,Whitespace,26.6,Not Prioritized,0,0,48.0,17.815027,23,100,0,0,0.0
19710,A00309,Synthetic Account 309,EMEA,Manufacturing,Applications,Cloud,Expansion,26.6,Not Prioritized,0,0,61.5,4.63877,69,0,20,0,0.0
19711,A00494,Synthetic Account 494,EMEA,Public Sector,AI & ML,Cloud,Expansion,26.6,Not Prioritized,0,0,56.0,16.246415,61,0,20,0,0.0
19712,A00550,Synthetic Account 550,North America,Healthcare,Integration,Cloud,Expansion,26.6,Not Prioritized,0,0,89.5,15.940621,17,0,20,0,0.0
19713,A00809,Synthetic Account 809,APAC,Consumer Goods,Database,On-Premise,Expansion,26.6,Not Prioritized,0,0,48.0,6.253575,50,0,55,0,0.0
19714,A01014,Synthetic Account 1014,EMEA,Healthcare,Applications,No Footprint,Whitespace,26.6,Not Prioritized,0,0,61.5,4.248033,23,100,0,0,0.0
19715,A01029,Synthetic Account 1029,North America,Healthcare,AI & ML,Cloud,Expansion,26.6,Not Prioritized,0,0,100.0,7.500293,14,0,20,0,0.0
19716,A01109,Synthetic Account 1109,EMEA,Financial Services,Infrastructure,On-Premise,Expansion,26.6,Not Prioritized,0,0,61.5,8.462089,29,0,55,0,0.0
19717,A01547,Synthetic Account 1547,APAC,Retail,Security,No Footprint,Whitespace,26.6,Not Prioritized,0,0,56.0,13.340479,18,100,0,0,0.0
19718,A01565,Synthetic Account 1565,North America,Consumer Goods,Integration,No Footprint,Whitespace,26.6,Not Prioritized,0,0,62.0,13.465062,10,100,0,0,0.0
19719,A01818,Synthetic Account 1818,EMEA,Technology,Integration,No Footprint,Whitespace,26.6,Not Prioritized,0,0,48.0,11.663384,31,100,0,0,0.0
19720,A01920,Synthetic Account 1920,Latin America,Energy,Infrastructure,Hybrid,Modernization,26.6,Not Prioritized,0,0,61.5,2.265143,27,0,65,0,0.0
19721,A01966,Synthetic Account 1966,North America,Manufacturing,Integration,Cloud,Expansion,26.6,Not Prioritized,0,0,89.5,2.939023,34,0,20,0,0.0
19722,A01971,Synthetic Account 1971,North America,Manufacturing,AI & ML,Cloud,Expansion,26.6,Not Prioritized,0,0,89.5,14.965719,18,0,20,0,0.0
19723,A02069,Synthetic Account 2069,EMEA,Automotive,Database,On-Premise,Expansion,26.6,Not Prioritized,0,0,62.0,16.082192,18,0,55,0,0.0
19724,A02334,Synthetic Account 2334,APAC,Technology,Security,Cloud,Expansion,26.6,Not Prioritized,0,0,48.0,10.331722,56,0,20,35,0.0
19725,A02468,Synthetic Account 2468,APAC,Telecommunications,Integration,Cloud,Expansion,26.6,Not Prioritized,0,0,89.5,14.269188,19,0,20,0,0.0
19726,A02489,Synthetic Account 2489,North America,Consumer Goods,Infrastructure,Cloud,Expansion,26.6,Not Prioritized,0,0,76.0,18.132147,32,0,20,0,0.0
19727,A02597,Synthetic Account 2597,North America,Energy,AI & ML,No Footprint,Whitespace,26.6,Not Prioritized,0,0,69.5,5.341855,11,100,0,0,0.0
19728,A02736,Synthetic Account 2736,North America,Consumer Goods,Security,Cloud,Expansion,26.6,Not Prioritized,0,0,56.0,20.528426,40,0,20,23,0.0
19729,A02869,Synthetic Account 2869,North America,Financial Services,AI & ML,Cloud,Expansion,26.6,Not Prioritized,0,0,83.5,11.855921,30,0,20,0,0.0
19730,A01426,Synthetic Account 1426,APAC,Consumer Goods,AI & ML,Cloud,Expansion,26.5,Not Prioritized,682051.0,1,48.0,16.144484,68,0,20,0,4.400349
19731,A00462,Synthetic Account 462,North America,Automotive,Infrastructure,Cloud,Expansion,26.5,Not Prioritized,0,0,48.0,35.701891,22,0,20,35,0.0
19732,A00517,Synthetic Account 517,APAC,Public Sector,Analytics & Data,Cloud,Expansion,26.5,Not Prioritized,0,0,48.0,42.363191,36,0,20,0,0.0
19733,A00615,Synthetic Account 615,APAC,Manufacturing,Database,Cloud,Expansion,26.5,Not Prioritized,0,0,75.5,11.260431,41,0,20,0,0.0
19734,A00780,Synthetic Account 780,EMEA,Consumer Goods,AI & ML,Cloud,Expansion,26.5,Not Prioritized,0,0,86.5,3.17209,29,0,20,12,0.0
19735,A00786,Synthetic Account 786,EMEA,Healthcare,AI & ML,Cloud,Expansion,26.5,Not Prioritized,0,0,89.5,4.933239,31,0,20,0,0.0
19736,A00827,Synthetic Account 827,EMEA,Financial Services,Security,No Footprint,Whitespace,26.5,Not Prioritized,0,0,61.5,1.285469,18,100,0,12,0.0
19737,A01083,Synthetic Account 1083,APAC,Healthcare,Infrastructure,Hybrid,Modernization,26.5,Not Prioritized,0,0,61.5,14.591081,10,0,65,0,0.0
19738,A01186,Synthetic Account 1186,APAC,Financial Services,Infrastructure,Cloud,Expansion,26.5,Not Prioritized,0,0,61.5,1.194863,73,0,20,0,0.0
19739,A01261,Synthetic Account 1261,North America,Telecommunications,Applications,Cloud,Expansion,26.5,Not Prioritized,0,0,61.5,43.0937,17,0,20,0,0.0
19740,A01953,Synthetic Account 1953,APAC,Public Sector,Analytics & Data,Cloud,Expansion,26.5,Not Prioritized,0,0,48.0,38.709758,41,0,20,0,0.0
19741,A02111,Synthetic Account 2111,EMEA,Manufacturing,Applications,Cloud,Expansion,26.5,Not Prioritized,0,0,69.5,35.4414,17,0,20,0,0.0
19742,A02327,Synthetic Account 2327,APAC,Automotive,AI & ML,Cloud,Expansion,26.5,Not Prioritized,0,0,70.0,19.005117,38,0,20,0,0.0
19743,A02408,Synthetic Account 2408,EMEA,Automotive,Analytics & Data,Cloud,Expansion,26.5,Not Prioritized,0,0,76.0,18.348225,31,0,20,0,0.0
19744,A02554,Synthetic Account 2554,Latin America,Manufacturing,AI & ML,Cloud,Expansion,26.5,Not Prioritized,0,0,83.5,13.282961,20,0,20,11,0.0
19745,A02574,Synthetic Account 2574,Latin America,Manufacturing,Infrastructure,Cloud,Expansion,26.5,Not Prioritized,0,0,69.5,2.888057,60,0,20,0,0.0
19746,A02794,Synthetic Account 2794,EMEA,Public Sector,AI & ML,Cloud,Expansion,26.5,Not Prioritized,0,0,76.0,18.982465,30,0,20,0,0.0
19747,A02805,Synthetic Account 2805,Latin America,Retail,Database,Hybrid,Modernization,26.5,Not Prioritized,0,0,56.0,2.129235,34,0,65,0,0.0
19748,A02990,Synthetic Account 2990,Latin America,Retail,Database,No Footprint,Whitespace,26.5,Not Prioritized,0,0,56.0,13.974719,17,100,0,0,0.0
19749,A02836,Synthetic Account 2836,APAC,Energy,AI & ML,Cloud,Expansion,26.4,Not Prioritized,304841.0,1,83.5,2.548286,40,0,20,0,1.966725
19750,A00027,Synthetic Account 27,APAC,Automotive,AI & ML,Cloud,Expansion,26.4,Not Prioritized,0,0,56.0,1.449692,56,0,20,35,0.0
19751,A00278,Synthetic Account 278,EMEA,Public Sector,Applications,On-Premise,Expansion,26.4,Not Prioritized,0,0,62.0,15.091192,18,0,55,0,0.0
19752,A00309,Synthetic Account 309,EMEA,Manufacturing,Database,No Footprint,Whitespace,26.4,Not Prioritized,0,0,61.5,4.63877,21,100,0,0,0.0
19753,A00325,Synthetic Account 325,Latin America,Consumer Goods,AI & ML,No Footprint,Whitespace,26.4,Not Prioritized,0,0,62.0,1.098594,25,100,0,0,0.0
19754,A00329,Synthetic Account 329,Latin America,Retail,Database,No Footprint,Whitespace,26.4,Not Prioritized,0,0,48.0,16.546547,23,100,0,0,0.0
19755,A00400,Synthetic Account 400,EMEA,Financial Services,Infrastructure,No Footprint,Whitespace,26.4,Not Prioritized,0,0,61.5,1.82344,25,100,0,0,0.0
19756,A00454,Synthetic Account 454,APAC,Retail,Analytics & Data,Cloud,Expansion,26.4,Not Prioritized,0,0,56.0,39.932936,28,0,20,0,0.0
19757,A00466,Synthetic Account 466,North America,Healthcare,Security,Cloud,Expansion,26.4,Not Prioritized,0,0,83.5,5.732592,20,0,20,26,0.0
19758,A00674,Synthetic Account 674,APAC,Automotive,Analytics & Data,No Footprint,Whitespace,26.4,Not Prioritized,0,0,56.0,3.44957,30,100,0,0,0.0
19759,A00689,Synthetic Account 689,EMEA,Energy,Database,Cloud,Expansion,26.4,Not Prioritized,0,0,83.5,15.300718,24,0,20,0,0.0
19760,A00733,Synthetic Account 733,EMEA,Telecommunications,Security,On-Premise,Expansion,26.4,Not Prioritized,0,0,75.5,5.493862,13,0,55,0,0.0
19761,A00809,Synthetic Account 809,APAC,Consumer Goods,Applications,No Footprint,Whitespace,26.4,Not Prioritized,0,0,48.0,6.253575,37,100,0,0,0.0
19762,A01069,Synthetic Account 1069,EMEA,Healthcare,AI & ML,Cloud,Expansion,26.4,Not Prioritized,0,0,69.5,21.921489,34,0,20,0,0.0
19763,A01307,Synthetic Account 1307,North America,Manufacturing,Applications,On-Premise,Expansion,26.4,Not Prioritized,0,0,61.5,20.851208,11,0,55,0,0.0
19764,A01333,Synthetic Account 1333,Latin America,Financial Services,Infrastructure,Cloud,Expansion,26.4,Not Prioritized,0,0,61.5,2.446355,71,0,20,0,0.0
19765,A01348,Synthetic Account 1348,APAC,Public Sector,Database,No Footprint,Whitespace,26.4,Not Prioritized,0,0,48.0,19.123147,20,100,0,0,0.0
19766,A01458,Synthetic Account 1458,APAC,Energy,Integration,Cloud,Expansion,26.4,Not Prioritized,0,0,61.5,37.877318,12,0,20,17,0.0
19767,A01525,Synthetic Account 1525,Latin America,Public Sector,Integration,Cloud,Expansion,26.4,Not Prioritized,0,0,62.0,21.077723,45,0,20,0,0.0
19768,A02110,Synthetic Account 2110,Latin America,Automotive,Analytics & Data,Hybrid,Modernization,26.4,Not Prioritized,0,0,62.0,7.0577,19,0,65,0,0.0
19769,A02236,Synthetic Account 2236,North America,Public Sector,Applications,Hybrid,Modernization,26.4,Not Prioritized,0,0,70.0,3.285347,13,0,65,0,0.0
19770,A02500,Synthetic Account 2500,Latin America,Public Sector,Security,No Footprint,Whitespace,26.4,Not Prioritized,0,0,62.0,4.83697,20,100,0,0,0.0
19771,A02601,Synthetic Account 2601,EMEA,Technology,Infrastructure,Cloud,Expansion,26.4,Not Prioritized,0,0,48.0,51.013045,24,0,20,0,0.0
19772,A02648,Synthetic Account 2648,Latin America,Consumer Goods,Database,Hybrid,Modernization,26.4,Not Prioritized,0,0,48.0,17.163798,24,0,65,0,0.0
19773,A02736,Synthetic Account 2736,North America,Consumer Goods,Integration,Cloud,Expansion,26.4,Not Prioritized,0,0,56.0,20.528426,54,0,20,0,0.0
19774,A02964,Synthetic Account 2964,Latin America,Telecommunications,Security,Cloud,Expansion,26.4,Not Prioritized,0,0,89.5,14.858125,17,0,20,0,0.0
19775,A02086,Synthetic Account 2086,EMEA,Telecommunications,AI & ML,Cloud,Expansion,26.3,Not Prioritized,142446.0,1,83.5,3.868622,38,0,20,0,0.919011
19776,A00049,Synthetic Account 49,EMEA,Automotive,Applications,On-Premise,Expansion,26.3,Not Prioritized,0,0,70.0,11.987056,11,0,55,0,0.0
19777,A00060,Synthetic Account 60,APAC,Retail,Infrastructure,Cloud,Expansion,26.3,Not Prioritized,0,0,76.0,12.643948,37,0,20,0,0.0
19778,A00066,Synthetic Account 66,EMEA,Financial Services,Analytics & Data,Cloud,Expansion,26.3,Not Prioritized,0,0,69.5,11.312286,34,0,20,20,0.0
19779,A00194,Synthetic Account 194,EMEA,Automotive,Database,Cloud,Expansion,26.3,Not Prioritized,0,0,70.0,38.024553,11,0,20,0,0.0
19780,A00325,Synthetic Account 325,Latin America,Consumer Goods,Security,Hybrid,Modernization,26.3,Not Prioritized,0,0,62.0,1.098594,26,0,65,0,0.0
19781,A00416,Synthetic Account 416,APAC,Retail,Applications,No Footprint,Whitespace,26.3,Not Prioritized,0,0,62.0,5.408919,19,100,0,0,0.0
19782,A00594,Synthetic Account 594,EMEA,Automotive,Infrastructure,Hybrid,Modernization,26.3,Not Prioritized,0,0,48.0,13.917201,28,0,65,0,0.0
19783,A00733,Synthetic Account 733,EMEA,Telecommunications,Analytics & Data,Cloud,Expansion,26.3,Not Prioritized,0,0,75.5,5.493862,21,0,20,40,0.0
19784,A00970,Synthetic Account 970,North America,Manufacturing,Security,No Footprint,Whitespace,26.3,Not Prioritized,0,0,61.5,9.261442,14,100,0,0,0.0
19785,A00997,Synthetic Account 997,Latin America,Retail,Applications,Hybrid,Modernization,26.3,Not Prioritized,0,0,56.0,2.752149,32,0,65,0,0.0
19786,A01295,Synthetic Account 1295,North America,Consumer Goods,AI & ML,Cloud,Expansion,26.3,Not Prioritized,0,0,62.0,35.186571,26,0,20,0,0.0
19787,A01439,Synthetic Account 1439,North America,Public Sector,Applications,Cloud,Expansion,26.3,Not Prioritized,0,0,48.0,52.071999,22,0,20,0,0.0
19788,A01510,Synthetic Account 1510,EMEA,Financial Services,Applications,Hybrid,Modernization,26.3,Not Prioritized,0,0,61.5,12.989382,11,0,65,0,0.0
19789,A01898,Synthetic Account 1898,Latin America,Financial Services,AI & ML,Cloud,Expansion,26.3,Not Prioritized,0,0,89.5,16.382324,14,0,20,0,0.0
19790,A01970,Synthetic Account 1970,Latin America,Consumer Goods,Security,Hybrid,Modernization,26.3,Not Prioritized,0,0,56.0,19.271271,10,0,65,0,0.0
19791,A01973,Synthetic Account 1973,North America,Consumer Goods,Analytics & Data,Hybrid,Modernization,26.3,Not Prioritized,0,0,48.0,7.029386,37,0,65,0,0.0
19792,A01973,Synthetic Account 1973,North America,Consumer Goods,Integration,Hybrid,Modernization,26.3,Not Prioritized,0,0,48.0,7.029386,18,0,65,28,0.0
19793,A02112,Synthetic Account 2112,North America,Manufacturing,Analytics & Data,Cloud,Expansion,26.3,Not Prioritized,0,0,89.5,10.144848,16,0,20,10,0.0
19794,A02282,Synthetic Account 2282,APAC,Technology,Analytics & Data,Hybrid,Modernization,26.3,Not Prioritized,0,0,48.0,19.577065,20,0,65,0,0.0
19795,A02493,Synthetic Account 2493,North America,Automotive,Applications,Cloud,Expansion,26.3,Not Prioritized,0,0,70.0,11.448195,47,0,20,0,0.0
19796,A02725,Synthetic Account 2725,EMEA,Automotive,AI & ML,Cloud,Expansion,26.3,Not Prioritized,0,0,48.0,34.682577,45,0,20,0,0.0
19797,A02790,Synthetic Account 2790,Latin America,Retail,Infrastructure,On-Premise,Expansion,26.3,Not Prioritized,0,0,56.0,4.338639,40,0,55,0,0.0
19798,A02807,Synthetic Account 2807,EMEA,Public Sector,Analytics & Data,Hybrid,Modernization,26.3,Not Prioritized,0,0,62.0,2.628456,24,0,65,0,0.0
19799,A02962,Synthetic Account 2962,APAC,Financial Services,Integration,Cloud,Expansion,26.3,Not Prioritized,0,0,61.5,8.038265,36,0,20,40,0.0
19800,A00046,Synthetic Account 46,EMEA,Healthcare,Integration,Hybrid,Modernization,26.2,Not Prioritized,0,0,61.5,4.021519,22,0,65,0,0.0
19801,A00095,Synthetic Account 95,APAC,Financial Services,Integration,No Footprint,Whitespace,26.2,Not Prioritized,0,0,61.5,3.523187,21,100,0,0,0.0
19802,A00272,Synthetic Account 272,EMEA,Manufacturing,Analytics & Data,Cloud,Expansion,26.2,Not Prioritized,0,0,83.5,21.955466,14,0,20,0,0.0
19803,A00334,Synthetic Account 334,APAC,Automotive,Analytics & Data,No Footprint,Whitespace,26.2,Not Prioritized,0,0,56.0,9.466195,21,100,0,0,0.0
19804,A00375,Synthetic Account 375,Latin America,Retail,Applications,Cloud,Expansion,26.2,Not Prioritized,0,0,48.0,0.962686,55,0,20,52,0.0
19805,A00384,Synthetic Account 384,North America,Retail,AI & ML,Cloud,Expansion,26.2,Not Prioritized,0,0,62.0,8.162848,61,0,20,0,0.0
19806,A00402,Synthetic Account 402,Latin America,Financial Services,Security,Cloud,Expansion,26.2,Not Prioritized,0,0,89.5,10.003276,22,0,20,0,0.0
19807,A00674,Synthetic Account 674,APAC,Automotive,Integration,No Footprint,Whitespace,26.2,Not Prioritized,0,0,56.0,3.44957,29,100,0,0,0.0
19808,A00714,Synthetic Account 714,North America,Automotive,Analytics & Data,No Footprint,Whitespace,26.2,Not Prioritized,0,0,48.0,1.455354,42,100,0,0,0.0
19809,A00802,Synthetic Account 802,EMEA,Healthcare,Applications,No Footprint,Whitespace,26.2,Not Prioritized,0,0,61.5,9.703145,13,100,0,0,0.0
19810,A00802,Synthetic Account 802,EMEA,Healthcare,Security,Hybrid,Modernization,26.2,Not Prioritized,0,0,61.5,9.703145,15,0,65,0,0.0
19811,A01302,Synthetic Account 1302,EMEA,Telecommunications,Security,No Footprint,Whitespace,26.2,Not Prioritized,0,0,61.5,8.894246,14,100,0,0,0.0
19812,A01313,Synthetic Account 1313,North America,Financial Services,AI & ML,Cloud,Expansion,26.2,Not Prioritized,0,0,83.5,18.823905,18,0,20,0,0.0
19813,A01415,Synthetic Account 1415,North America,Technology,Database,No Footprint,Whitespace,26.2,Not Prioritized,0,0,62.0,6.179958,17,100,0,0,0.0
19814,A01615,Synthetic Account 1615,North America,Energy,Integration,Cloud,Expansion,26.2,Not Prioritized,0,0,89.5,3.160764,31,0,20,0,0.0
19815,A01835,Synthetic Account 1835,EMEA,Manufacturing,Integration,Hybrid,Modernization,26.2,Not Prioritized,0,0,61.5,7.442775,18,0,65,0,0.0
19816,A01839,Synthetic Account 1839,Latin America,Energy,Infrastructure,Hybrid,Modernization,26.2,Not Prioritized,0,0,61.5,7.442775,18,0,65,0,0.0
19817,A01994,Synthetic Account 1994,EMEA,Healthcare,Database,Hybrid,Modernization,26.2,Not Prioritized,0,0,61.5,7.09734,18,0,65,0,0.0
19818,A02185,Synthetic Account 2185,Latin America,Public Sector,AI & ML,Cloud,Expansion,26.2,Not Prioritized,0,0,56.0,18.517221,55,0,20,0,0.0
19819,A02296,Synthetic Account 2296,Latin America,Public Sector,AI & ML,Cloud,Expansion,26.2,Not Prioritized,0,0,76.0,8.259116,42,0,20,0,0.0
19820,A02578,Synthetic Account 2578,Latin America,Technology,Integration,Hybrid,Modernization,26.2,Not Prioritized,0,0,48.0,9.335059,33,0,65,0,0.0
19821,A02621,Synthetic Account 2621,EMEA,Public Sector,Analytics & Data,Cloud,Expansion,26.2,Not Prioritized,0,0,76.0,8.746122,42,0,20,0,0.0
19822,A02678,Synthetic Account 2678,North America,Financial Services,Analytics & Data,Cloud,Expansion,26.2,Not Prioritized,0,0,83.5,4.570816,37,0,20,0,0.0
19823,A00426,Synthetic Account 426,EMEA,Financial Services,Security,Hybrid,Modernization,26.1,Not Prioritized,467789.0,1,61.5,8.077905,14,0,65,0,3.018007
19824,A00021,Synthetic Account 21,APAC,Retail,Analytics & Data,Hybrid,Modernization,26.1,Not Prioritized,0,0,56.0,12.014481,18,0,65,0,0.0
19825,A00060,Synthetic Account 60,APAC,Retail,AI & ML,Cloud,Expansion,26.1,Not Prioritized,0,0,76.0,12.643948,36,0,20,0,0.0
19826,A00271,Synthetic Account 271,Latin America,Manufacturing,Integration,Cloud,Expansion,26.1,Not Prioritized,0,0,89.5,7.289878,25,0,20,0,0.0
19827,A00337,Synthetic Account 337,Latin America,Retail,Analytics & Data,No Footprint,Whitespace,26.1,Not Prioritized,0,0,62.0,8.609323,13,100,0,0,0.0
19828,A00440,Synthetic Account 440,APAC,Technology,Analytics & Data,No Footprint,Whitespace,26.1,Not Prioritized,0,0,48.0,14.371119,24,100,0,0,0.0
19829,A00533,Synthetic Account 533,EMEA,Automotive,Infrastructure,On-Premise,Expansion,26.1,Not Prioritized,0,0,62.0,17.571524,13,0,55,0,0.0
19830,A00974,Synthetic Account 974,APAC,Healthcare,Database,Cloud,Expansion,26.1,Not Prioritized,0,0,75.5,8.603661,24,0,20,27,0.0
19831,A00994,Synthetic Account 994,APAC,Consumer Goods,Database,Cloud,Expansion,26.1,Not Prioritized,0,0,76.0,12.274972,36,0,20,0,0.0
19832,A01026,Synthetic Account 1026,Latin America,Public Sector,Applications,Cloud,Expansion,26.1,Not Prioritized,0,0,48.0,41.185317,26,0,20,14,0.0
19833,A01338,Synthetic Account 1338,North America,Retail,Analytics & Data,Cloud,Expansion,26.1,Not Prioritized,0,0,80.5,4.910588,40,0,20,0,0.0
19834,A01338,Synthetic Account 1338,North America,Retail,Infrastructure,Cloud,Expansion,26.1,Not Prioritized,0,0,80.5,4.910588,40,0,20,0,0.0
19835,A01415,Synthetic Account 1415,North America,Technology,Analytics & Data,Hybrid,Modernization,26.1,Not Prioritized,0,0,62.0,6.179958,18,0,65,0,0.0
19836,A01513,Synthetic Account 1513,North America,Technology,Applications,Cloud,Expansion,26.1,Not Prioritized,0,0,56.0,35.503691,32,0,20,0,0.0
19837,A01601,Synthetic Account 1601,Latin America,Technology,Infrastructure,Hybrid,Modernization,26.1,Not Prioritized,0,0,56.0,7.233249,25,0,65,0,0.0
19838,A01674,Synthetic Account 1674,APAC,Energy,Applications,Cloud,Expansion,26.1,Not Prioritized,0,0,61.5,5.421135,65,0,20,0,0.0
19839,A01804,Synthetic Account 1804,APAC,Consumer Goods,Database,No Footprint,Whitespace,26.1,Not Prioritized,0,0,48.0,10.150511,30,100,0,0,0.0
19840,A01833,Synthetic Account 1833,EMEA,Public Sector,Infrastructure,On-Premise,Expansion,26.1,Not Prioritized,0,0,56.0,7.561695,34,0,55,0,0.0
19841,A01955,Synthetic Account 1955,APAC,Telecommunications,Infrastructure,On-Premise,Expansion,26.1,Not Prioritized,0,0,61.5,11.821054,21,0,55,0,0.0
19842,A01974,Synthetic Account 1974,EMEA,Public Sector,Applications,On-Premise,Expansion,26.1,Not Prioritized,0,0,56.0,1.676206,42,0,55,0,0.0
19843,A02001,Synthetic Account 2001,EMEA,Retail,Infrastructure,On-Premise,Expansion,26.1,Not Prioritized,0,0,56.0,18.432278,20,0,55,0,0.0
19844,A02028,Synthetic Account 2028,Latin America,Retail,Analytics & Data,Hybrid,Modernization,26.1,Not Prioritized,0,0,48.0,16.404975,23,0,65,0,0.0
19845,A02099,Synthetic Account 2099,EMEA,Telecommunications,AI & ML,Cloud,Expansion,26.1,Not Prioritized,0,0,83.5,13.396218,25,0,20,0,0.0
19846,A02250,Synthetic Account 2250,Latin America,Consumer Goods,AI & ML,Cloud,Expansion,26.1,Not Prioritized,0,0,80.5,7.754232,36,0,20,0,0.0
19847,A02258,Synthetic Account 2258,APAC,Retail,Analytics & Data,Hybrid,Modernization,26.1,Not Prioritized,0,0,56.0,14.376782,15,0,65,0,0.0
19848,A02258,Synthetic Account 2258,APAC,Retail,Infrastructure,Hybrid,Modernization,26.1,Not Prioritized,0,0,56.0,14.376782,15,0,65,0,0.0
19849,A02578,Synthetic Account 2578,Latin America,Technology,Applications,No Footprint,Whitespace,26.1,Not Prioritized,0,0,48.0,9.335059,31,100,0,0,0.0
19850,A02597,Synthetic Account 2597,North America,Energy,Database,On-Premise,Expansion,26.1,Not Prioritized,0,0,69.5,5.341855,19,0,55,0,0.0
19851,A02601,Synthetic Account 2601,EMEA,Technology,Security,Cloud,Expansion,26.1,Not Prioritized,0,0,48.0,51.013045,22,0,20,0,0.0
19852,A02637,Synthetic Account 2637,North America,Retail,AI & ML,No Footprint,Whitespace,26.1,Not Prioritized,0,0,48.0,5.697725,36,100,0,0,0.0
19853,A02724,Synthetic Account 2724,APAC,Technology,Infrastructure,No Footprint,Whitespace,26.1,Not Prioritized,0,0,48.0,1.772474,41,100,0,0,0.0
19854,A02868,Synthetic Account 2868,Latin America,Manufacturing,Applications,Cloud,Expansion,26.1,Not Prioritized,0,0,61.5,8.04959,37,0,20,36,0.0
19855,A00022,Synthetic Account 22,EMEA,Telecommunications,Integration,No Footprint,Whitespace,26.0,Not Prioritized,0,0,69.5,1.676206,12,100,0,0,0.0
19856,A00479,Synthetic Account 479,EMEA,Financial Services,Applications,On-Premise,Expansion,26.0,Not Prioritized,0,0,61.5,9.466195,24,0,55,0,0.0
19857,A00567,Synthetic Account 567,Latin America,Manufacturing,Analytics & Data,Cloud,Expansion,26.0,Not Prioritized,0,0,61.5,14.405097,52,0,20,0,0.0
19858,A00678,Synthetic Account 678,APAC,Consumer Goods,Database,On-Premise,Expansion,26.0,Not Prioritized,0,0,56.0,2.871069,40,0,55,0,0.0
19859,A00722,Synthetic Account 722,North America,Retail,Infrastructure,No Footprint,Whitespace,26.0,Not Prioritized,0,0,48.0,2.548286,39,100,0,0,0.0
19860,A01004,Synthetic Account 1004,North America,Consumer Goods,Applications,No Footprint,Whitespace,26.0,Not Prioritized,0,0,48.0,20.171665,16,100,0,0,0.0
19861,A01065,Synthetic Account 1065,EMEA,Retail,AI & ML,Cloud,Expansion,26.0,Not Prioritized,0,0,76.0,8.802751,40,0,20,0,0.0
19862,A01120,Synthetic Account 1120,EMEA,Energy,Applications,Cloud,Expansion,26.0,Not Prioritized,0,0,83.5,9.646516,29,0,20,0,0.0
19863,A01587,Synthetic Account 1587,Latin America,Financial Services,Applications,Cloud,Expansion,26.0,Not Prioritized,0,0,89.5,1.483669,32,0,20,0,0.0
19864,A01604,Synthetic Account 1604,EMEA,Financial Services,Integration,Cloud,Expansion,26.0,Not Prioritized,0,0,75.5,9.261442,40,0,20,0,0.0
19865,A01722,Synthetic Account 1722,EMEA,Healthcare,AI & ML,Cloud,Expansion,26.0,Not Prioritized,0,0,89.5,6.904803,25,0,20,0,0.0
19866,A01818,Synthetic Account 1818,EMEA,Technology,Infrastructure,Hybrid,Modernization,26.0,Not Prioritized,0,0,48.0,11.663384,29,0,65,0,0.0
